policy,n_users,seed,sum_rate,runtime_ms,is_feasible,binary_objective,num_evaluated_assignments,power_optimizer_success,power_optimizer_iterations,rate_before_refinement,rate_after_refinement,best_available_rate,quality_pct_best_available,exact_rate,quality_pct_exact,exact_gap_pct
ExactSmall,4,150,13.76634421847905,1478.081464767456,True,2403.528306617212,256.0,True,2,11.538891205581542,13.76634421847905,13.76634421847905,100.0,13.76634421847905,100.0,0.0
Greedy,4,160,1.6596033567905342,1.7893314361572266,True,,,True,1,1.6596033567905342,1.6596033567905342,12.856543392218253,12.908627973791548,12.856543392218253,12.908627973791548,87.09137202620846
QIO-Default,4,160,2.6003559808819214,37.1403694152832,True,-775.7120474883545,,True,4,1.9358738841870773,2.6003559808819214,12.856543392218253,20.22593399759264,12.856543392218253,20.22593399759264,79.77406600240737
QIO-HighQuality,4,160,2.6003559808819214,298.0501651763916,True,-775.7120474883545,,True,4,1.9358738841870773,2.6003559808819214,12.856543392218253,20.22593399759264,12.856543392218253,20.22593399759264,79.77406600240737
LocalSearch,4,160,2.6003559808819214,14.116764068603516,True,-775.7120474883545,,True,4,1.9358738841870773,2.6003559808819214,12.856543392218253,20.22593399759264,12.856543392218253,20.22593399759264,79.77406600240737
ExactSmall,4,160,12.856543392218253,1339.179277420044,True,5219.110694706998,256.0,True,2,11.557353819502897,12.856543392218253,12.856543392218253,100.0,12.856543392218253,100.0,0.0
Greedy,4,170,1.6599188268576632,1.8458366394042969,True,,,True,1,1.6599188268576632,1.6599188268576632,13.164497284790812,12.60905593998943,13.164497284790812,12.60905593998943,87.39094406001057
QIO-Default,4,170,4.437771035326783,35.90059280395508,True,-756.2574806823441,,True,3,4.037275763848872,4.437771035326783,13.164497284790812,33.71014433231584,13.164497284790812,33.71014433231584,66.28985566768417
QIO-HighQuality,4,170,2.3843025861024287,303.58099937438965,True,-763.8445923562431,,True,4,1.2133390863279205,2.3843025861024287,13.164497284790812,18.111611362912107,13.164497284790812,18.111611362912107,81.88838863708789
LocalSearch,4,170,2.3843025861024287,14.36758041381836,True,-763.8445923562431,,True,4,1.2133390863279205,2.3843025861024287,13.164497284790812,18.111611362912107,13.164497284790812,18.111611362912107,81.88838863708789
ExactSmall,4,170,13.164497284790812,1261.042594909668,True,11466.275015470615,256.0,True,2,12.650120048532145,13.164497284790812,13.164497284790812,100.0,13.164497284790812,100.0,0.0
Greedy,4,180,1.6598159193713125,1.878499984741211,True,,,True,1,1.6598159193713125,1.6598159193713125,12.569592077177882,13.205010227698443,12.569592077177882,13.205010227698443,86.79498977230155
QIO-Default,4,180,2.0979622022178246,37.7192497253418,True,-777.2172280708609,,True,4,1.2783381042144952,2.0979622022178246,12.569592077177882,16.690773967335126,12.569592077177882,16.690773967335126,83.30922603266488
QIO-HighQuality,4,180,2.0979622022178246,306.8063259124756,True,-777.2172280708609,,True,4,1.2783381042144952,2.0979622022178246,12.569592077177882,16.690773967335126,12.569592077177882,16.690773967335126,83.30922603266488
LocalSearch,4,180,2.0979622022178246,14.070272445678711,True,-777.2172280708609,,True,4,1.2783381042144952,2.0979622022178246,12.569592077177882,16.690773967335126,12.569592077177882,16.690773967335126,83.30922603266488
ExactSmall,4,180,12.569592077177882,1177.2942543029785,True,8463.882197627016,256.0,True,2,11.0894130740895,12.569592077177882,12.569592077177882,99.99999999999999,12.569592077177882,99.99999999999999,0.0
Greedy,4,190,1.6598254528055314,1.8470287322998047,True,,,True,1,1.6598254528055314,1.6598254528055314,12.804647162151108,12.962680125320144,12.804647162151108,12.962680125320144,87.03731987467985
QIO-Default,4,190,4.967445953002063,35.95423698425293,True,-753.6986468679239,,True,2,3.631296302088174,4.967445953002063,12.804647162151108,38.79408694434935,12.804647162151108,38.79408694434935,61.205913055650655
QIO-HighQuality,4,190,4.967445953002063,312.0005130767822,True,-753.6986468679239,,True,2,3.631296302088174,4.967445953002063,12.804647162151108,38.79408694434935,12.804647162151108,38.79408694434935,61.205913055650655
LocalSearch,4,190,4.967445953002063,11.548757553100586,True,-753.6986468679239,,True,2,3.631296302088174,4.967445953002063,12.804647162151108,38.79408694434935,12.804647162151108,38.79408694434935,61.205913055650655
ExactSmall,4,190,12.804647162151108,1341.8753147125244,True,8211.697470767514,256.0,True,2,11.421355438762491,12.804647162151108,12.804647162151108,99.99999999999999,12.804647162151108,99.99999999999999,0.0
Greedy,5,100,1.609301454801395,2.158641815185547,True,,,True,1,1.609301454801395,1.609301454801395,12.782732270475721,12.589651576434868,12.782732270475721,12.589651576434868,87.41034842356513
QIO-Default,5,100,2.468600977763791,45.58920860290527,True,-967.3126809843695,,True,3,1.7684832392899035,2.468600977763791,12.782732270475721,19.31199782276219,12.782732270475721,19.31199782276219,80.68800217723782
QIO-HighQuality,5,100,1.9080443960404727,384.4139575958252,True,-972.5836682408853,,True,4,1.1806078128581234,1.9080443960404727,12.782732270475721,14.926733625231932,12.782732270475721,14.926733625231932,85.07326637476807
LocalSearch,5,100,1.9080443960404727,20.641565322875977,True,-972.5836682408853,,True,4,1.1806078128581234,1.9080443960404727,12.782732270475721,14.926733625231932,12.782732270475721,14.926733625231932,85.07326637476807
ExactSmall,5,100,12.782732270475721,5521.507978439331,True,7584.710546903772,1024.0,True,2,11.658760558201699,12.782732270475721,12.782732270475721,100.0,12.782732270475721,100.0,0.0
Greedy,5,110,1.6093624089010294,1.992940902709961,True,,,True,1,1.6093624089010294,1.6093624089010294,12.946344824747692,12.431017640010943,12.946344824747692,12.431017640010943,87.56898235998905
QIO-Default,5,110,1.9778162482783888,46.2646484375,True,-968.2551941346726,,True,5,1.188803736772084,1.9778162482783888,12.946344824747692,15.277024326570366,12.946344824747692,15.277024326570366,84.72297567342963
QIO-HighQuality,5,110,1.9778162482783888,378.39674949645996,True,-968.2551941346726,,True,5,1.188803736772084,1.9778162482783888,12.946344824747692,15.277024326570366,12.946344824747692,15.277024326570366,84.72297567342963
LocalSearch,5,110,1.9778162482783888,21.228313446044922,True,-968.2551941346726,,True,5,1.188803736772084,1.9778162482783888,12.946344824747692,15.277024326570366,12.946344824747692,15.277024326570366,84.72297567342963
ExactSmall,5,110,12.946344824747692,6456.544876098633,True,9136.99800656521,1024.0,True,2,12.064834168509684,12.946344824747692,12.946344824747692,99.99999999999999,12.946344824747692,99.99999999999999,0.0
Greedy,5,120,1.6088612169166034,2.0940303802490234,True,,,True,1,1.6088612169166034,1.6088612169166034,12.348390522230426,13.02891428660456,12.348390522230426,13.02891428660456,86.97108571339544
QIO-Default,5,120,2.8478918829726623,44.46291923522949,True,-967.7866199041206,,True,3,2.11568865704854,2.8478918829726623,12.348390522230426,23.062858903317725,12.348390522230426,23.062858903317725,76.93714109668227
QIO-HighQuality,5,120,1.9363558744009024,384.6702575683594,True,-969.4258815077886,,True,4,1.249387404474952,1.9363558744009024,12.348390522230426,15.681038520080335,12.348390522230426,15.681038520080335,84.31896147991966
LocalSearch,5,120,1.9363558744009024,20.0808048248291,True,-969.4258815077886,,True,4,1.249387404474952,1.9363558744009024,12.348390522230426,15.681038520080335,12.348390522230426,15.681038520080335,84.31896147991966
ExactSmall,5,120,12.348390522230426,8442.808151245117,True,4639.114645267433,1024.0,True,2,10.80814634298622,12.348390522230426,12.348390522230426,100.0,12.348390522230426,100.0,0.0
Greedy,5,130,1.6091024435290566,2.103567123413086,True,,,True,1,1.6091024435290566,1.6091024435290566,12.223146922165032,13.164387647269182,12.223146922165032,13.164387647269182,86.8356123527308
QIO-Default,5,130,3.299173103843388,52.18195915222168,True,-969.6326144088786,,True,3,2.911590614181955,3.299173103843388,12.223146922165032,26.99119240611255,12.223146922165032,26.99119240611255,73.00880759388747
QIO-HighQuality,5,130,3.299173103843388,382.8139305114746,True,-969.6326144088786,,True,3,2.911590614181955,3.299173103843388,12.223146922165032,26.99119240611255,12.223146922165032,26.99119240611255,73.00880759388747
LocalSearch,5,130,3.299173103843388,19.121170043945312,True,-969.6326144088786,,True,3,2.911590614181955,3.299173103843388,12.223146922165032,26.99119240611255,12.223146922165032,26.99119240611255,73.00880759388747
ExactSmall,5,130,12.223146922165032,6036.017417907715,True,3713.2308549894833,1024.0,True,2,10.598433194939025,12.223146922165032,12.223146922165032,100.00000000000001,12.223146922165032,100.00000000000001,0.0
Greedy,5,140,1.6093920461559885,2.01416015625,True,,,True,1,1.6093920461559885,1.6093920461559885,12.804057153891419,12.569391301622398,12.804057153891419,12.569391301622398,87.4306086983776
QIO-Default,5,140,2.9617019251224965,50.15397071838379,True,-943.0404489431145,,True,7,1.865866672587014,2.9617019251224965,12.804057153891419,23.130964580413277,12.804057153891419,23.130964580413277,76.86903541958672
QIO-HighQuality,5,140,2.9617019251224965,393.8438892364502,True,-943.0404489431145,,True,7,1.865866672587014,2.9617019251224965,12.804057153891419,23.130964580413277,12.804057153891419,23.130964580413277,76.86903541958672
LocalSearch,5,140,3.0772810062162557,25.687456130981445,True,-943.111870971183,,True,8,2.0675134523472094,3.0772810062162557,12.804057153891419,24.033640034799486,12.804057153891419,24.033640034799486,75.96635996520052
ExactSmall,5,140,12.804057153891419,5316.3251876831055,True,10565.350895982618,1024.0,True,2,11.707886665462054,12.804057153891419,12.804057153891419,100.0,12.804057153891419,100.0,0.0
Greedy,5,150,1.6088151462989138,1.9516944885253906,True,,,True,1,1.6088151462989138,1.6088151462989138,12.917688531169732,12.454357777840237,12.917688531169732,12.454357777840237,87.54564222215976
QIO-Default,5,150,3.24670885527588,42.00243949890137,True,-980.6812584835761,,True,4,1.9844460184167851,3.24670885527588,12.917688531169732,25.133822103248075,12.917688531169732,25.133822103248075,74.86617789675192
QIO-HighQuality,5,150,3.24670885527588,349.6730327606201,True,-980.6812584835761,,True,4,1.9844460184167851,3.24670885527588,12.917688531169732,25.133822103248075,12.917688531169732,25.133822103248075,74.86617789675192
LocalSearch,5,150,3.24670885527588,20.617246627807617,True,-980.6812584835761,,True,4,1.9844460184167851,3.24670885527588,12.917688531169732,25.133822103248075,12.917688531169732,25.133822103248075,74.86617789675192
ExactSmall,5,150,12.917688531169732,6228.270530700684,True,4006.466280377972,1024.0,True,2,11.988929503252722,12.917688531169732,12.917688531169732,100.00000000000001,12.917688531169732,100.00000000000001,0.0
Greedy,5,160,1.6087592448682693,2.0275115966796875,True,,,True,1,1.6087592448682693,1.6087592448682693,12.284146905772115,13.096222775651928,12.284146905772115,13.096222775651928,86.90377722434808
QIO-Default,5,160,2.5088428988976434,47.83153533935547,True,-968.0717920988814,,True,5,2.1640239252532005,2.5088428988976434,12.284146905772115,20.423419860916677,12.284146905772115,20.423419860916677,79.57658013908332
QIO-HighQuality,5,160,2.5296135189499758,386.05380058288574,True,-968.8766986701587,,True,5,1.877847265566424,2.5296135189499758,12.284146905772115,20.592504618789217,12.284146905772115,20.592504618789217,79.40749538121078
LocalSearch,5,160,2.5296135189499758,21.200180053710938,True,-968.8766986701587,,True,5,1.877847265566424,2.5296135189499758,12.284146905772115,20.592504618789217,12.284146905772115,20.592504618789217,79.40749538121078
ExactSmall,5,160,12.284146905772115,7560.240268707275,True,1826.5023366414032,1024.0,True,2,10.699913332594043,12.284146905772115,12.284146905772115,100.0,12.284146905772115,100.0,0.0
Greedy,5,170,1.6090625660677067,2.1440982818603516,True,,,True,1,1.6090625660677067,1.6090625660677067,11.8862658691294,13.537157790208182,11.8862658691294,13.537157790208182,86.46284220979182
QIO-Default,5,170,3.5992234468699937,46.1115837097168,True,-961.2396045974374,,True,4,3.2882716265745584,3.5992234468699937,11.8862658691294,30.28052280252096,11.8862658691294,30.28052280252096,69.71947719747904
QIO-HighQuality,5,170,3.5992234468699937,379.8666000366211,True,-961.2396045974374,,True,4,3.2882716265745584,3.5992234468699937,11.8862658691294,30.28052280252096,11.8862658691294,30.28052280252096,69.71947719747904
LocalSearch,5,170,3.5992234468699937,19.785165786743164,True,-961.2396045974374,,True,4,3.2882716265745584,3.5992234468699937,11.8862658691294,30.28052280252096,11.8862658691294,30.28052280252096,69.71947719747904
ExactSmall,5,170,11.8862658691294,7498.59619140625,True,4259.716024739973,1024.0,True,2,10.087719854676502,11.8862658691294,11.8862658691294,100.0,11.8862658691294,100.0,0.0
Greedy,5,180,1.609067385066767,2.0656585693359375,True,,,True,1,1.609067385066767,1.609067385066767,12.706836637638387,12.663005206981383,12.706836637638387,12.663005206981383,87.33699479301862
QIO-Default,5,180,3.3635639971863807,45.64809799194336,True,-968.4344430241821,,True,2,2.616267568693812,3.3635639971863807,12.706836637638387,26.470506335332185,12.706836637638387,26.470506335332185,73.52949366466781
QIO-HighQuality,5,180,1.8301096480169656,391.69979095458984,True,-972.2971107367939,,True,5,1.2296856506108884,1.8301096480169656,12.706836637638387,14.402559033426735,12.706836637638387,14.402559033426735,85.59744096657325
LocalSearch,5,180,1.8301096480169656,20.457029342651367,True,-972.2971107367939,,True,5,1.2296856506108884,1.8301096480169656,12.706836637638387,14.402559033426735,12.706836637638387,14.402559033426735,85.59744096657325
ExactSmall,5,180,12.706836637638387,6929.110765457153,True,6420.307387766596,1024.0,True,2,11.490293486807674,12.706836637638387,12.706836637638387,100.0,12.706836637638387,100.0,0.0
Greedy,5,190,1.6092841880619784,2.1266937255859375,True,,,True,1,1.6092841880619784,1.6092841880619784,12.900300877283344,12.474780265752027,12.900300877283344,12.474780265752027,87.52521973424797
QIO-Default,5,190,3.564077673185426,47.22237586975098,True,-969.1725862884579,,True,3,2.745447865498154,3.564077673185426,12.900300877283344,27.627864707105807,12.900300877283344,27.627864707105807,72.3721352928942
QIO-HighQuality,5,190,1.901640269627971,372.97534942626953,True,-970.5638384857876,,True,5,1.2245103113708495,1.901640269627971,12.900300877283344,14.741053621289138,12.900300877283344,14.741053621289138,85.25894637871087
LocalSearch,5,190,1.901640269627971,19.067049026489258,True,-970.5638384857876,,True,5,1.2245103113708495,1.901640269627971,12.900300877283344,14.741053621289138,12.900300877283344,14.741053621289138,85.25894637871087
ExactSmall,5,190,12.900300877283344,5132.311582565308,True,7742.600591506885,1024.0,True,2,11.94369917628047,12.900300877283344,12.900300877283344,100.0,12.900300877283344,100.0,0.0
